Pokedex Number,Pokemon Id,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type
829,1490,"""Gossifleur""","""Flowering Pokémon""",NULL,NULL,0.4,2.2,"""Grass""",NULL
830,1491,"""Eldegoss""","""Cotton Bloom Pokémon""",NULL,NULL,0.5,2.5,"""Grass""",NULL
831,1492,"""Wooloo""","""Sheep Pokémon""",NULL,NULL,0.6,6,"""Normal""",NULL
832,1493,"""Dubwool""","""Sheep Pokémon""",NULL,NULL,1.3,43,"""Normal""",NULL
833,1494,"""Chewtle""","""Snapping Pokémon""",NULL,NULL,0.3,8.5,"""Water""",NULL
834,1495,"""Drednaw""","""Bite Pokémon""",NULL,NULL,1,115.5,"""Water""","""Rock"""
834,1542,"""Drednaw""","""Bite Pokémon""","""Gigantamax""",NULL,24,0,"""Water""","""Rock"""
835,1496,"""Yamper""","""Puppy Pokémon""",NULL,NULL,0.3,13.5,"""Electric""",NULL
836,1497,"""Boltund""","""Dog Pokémon""",NULL,NULL,1,34,"""Electric""",NULL
837,1498,"""Rolycoly""","""Coal Pokémon""",NULL,NULL,0.3,12,"""Rock""",NULL
838,1499,"""Carkol""","""Coal Pokémon""",NULL,NULL,1.1,78,"""Rock""","""Fire"""
839,1500,"""Coalossal""","""Coal Pokémon""",NULL,NULL,2.8,310.5,"""Rock""","""Fire"""
839,1541,"""Coalossal""","""Coal Pokémon""","""Gigantamax""",NULL,42,0,"""Rock""","""Fire"""
840,1501,"""Applin""","""Apple Core Pokémon""",NULL,NULL,0.2,0.5,"""Grass""","""Dragon"""
841,1502,"""Flapple""","""Apple Wing Pokémon""",NULL,NULL,0.3,1,"""Grass""","""Dragon"""
841,1540,"""Flapple""","""Apple Wing Pokémon""","""Gigantamax""",NULL,24,0,"""Grass""","""Dragon"""
842,1539,"""Appletun""","""Apple Nectar Pokémon""","""Gigantamax""",NULL,24,0,"""Grass""","""Dragon"""
842,1503,"""Appletun""","""Apple Nectar Pokémon""",NULL,NULL,0.4,13,"""Grass""","""Dragon"""
843,1504,"""Silicobra""","""Sand Snake Pokémon""",NULL,NULL,2.2,7.6,"""Ground""",NULL
844,1505,"""Sandaconda""","""Sand Snake Pokémon""",NULL,NULL,3.8,65.5,"""Ground""",NULL
844,1538,"""Sandaconda""","""Sand Snake Pokémon""","""Gigantamax""",NULL,22,0,"""Ground""",NULL
845,1506,"""Cramorant""","""Gulp Pokémon""",NULL,NULL,0.8,18,"""Flying""","""Water"""
846,1507,"""Arrokuda""","""Rush Pokémon""",NULL,NULL,0.5,1,"""Water""",NULL
847,1508,"""Barraskewda""","""Skewer Pokémon""",NULL,NULL,1.3,30,"""Water""",NULL
848,14,"""Toxel""","""Baby Pokémon""",NULL,NULL,0.4,11,"""Electric""","""Poison"""
849,15,"""Toxtricity""","""Punk Pokémon""",NULL,NULL,1.6,40,"""Electric""","""Poison"""
849,16,"""Toxtricity""","""Punk Pokémon""","""Low Key""",NULL,1.6,40,"""Electric""","""Poison"""
849,1536,"""Toxtricity""","""Punk Pokémon""","""Gigantamax""",NULL,24,0,"""Electric""","""Poison"""
849,1537,"""Toxtricity""","""Punk Pokémon""","""Low Key Gigantamax""",NULL,24,0,"""Electric""","""Poison"""
850,1509,"""Sizzlipede""","""Radiator Pokémon""",NULL,NULL,0.7,1,"""Fire""","""Bug"""
851,1510,"""Centiskorch""","""Radiator Pokémon""",NULL,NULL,3,120,"""Fire""","""Bug"""
851,1535,"""Centiskorch""","""Radiator Pokémon""","""Gigantamax""",NULL,75,0,"""Fire""","""Bug"""
852,1511,"""Clobbopus""","""Tantrum Pokémon""",NULL,NULL,0.6,4,"""Fighting""",NULL
853,1512,"""Grapploct""","""Jujitsu Pokémon""",NULL,NULL,1.6,39,"""Fighting""",NULL
854,1513,"""Sinistea""","""Black Tea Pokémon""",NULL,NULL,0.1,0.2,"""Ghost""",NULL
855,1514,"""Polteageist""","""Black Tea Pokémon""",NULL,NULL,0.2,0.4,"""Ghost""",NULL
856,1515,"""Hatenna""","""Calm Pokémon""",NULL,NULL,0.4,3.4,"""Psychic""",NULL
857,1516,"""Hattrem""","""Serene Pokémon""",NULL,NULL,0.6,4.8,"""Psychic""",NULL
858,1517,"""Hatterene""","""Silent Pokémon""",NULL,NULL,2.1,5.1,"""Psychic""","""Fairy"""
858,1534,"""Hatterene""","""Silent Pokémon""","""Gigantamax""",NULL,26,0,"""Psychic""","""Fairy"""
859,1518,"""Impidimp""","""Wily Pokémon""",NULL,NULL,0.4,5.5,"""Dark""","""Fairy"""
860,1519,"""Morgrem""","""Devious Pokémon""",NULL,NULL,0.8,12.5,"""Dark""","""Fairy"""
861,1520,"""Grimmsnarl""","""Bulk Up Pokémon""",NULL,NULL,1.5,61,"""Dark""","""Fairy"""
861,1533,"""Grimmsnarl""","""Bulk Up Pokémon""","""Gigantamax""",NULL,32,0,"""Dark""","""Fairy"""
862,1468,"""Obstagoon""","""Blocking Pokémon""",NULL,NULL,1.6,46,"""Dark""","""Normal"""
863,99,"""Perrserker""","""Viking Pokémon""",NULL,NULL,0.8,28,"""Steel""",NULL
864,1390,"""Cursola""","""Coral Pokémon""",NULL,NULL,1,0.4,"""Ghost""",NULL
865,1398,"""Sirfetch'd""","""Wild Duck Pokémon""",NULL,NULL,0.8,117,"""Fighting""",NULL
866,1376,"""Mr. Rime""","""Comedian Pokémon""",NULL,NULL,1.5,58.2,"""Ice""","""Psychic"""
867,1465,"""Runerigus""","""Grudge Pokémon""",NULL,NULL,1.6,66.6,"""Ground""","""Ghost"""
868,1483,"""Milcery""","""Cream Pokémon""",NULL,NULL,0.2,0.3,"""Fairy""",NULL
869,1484,"""Alcremie""","""Cream Pokémon""",NULL,NULL,0.3,0.5,"""Fairy""",NULL
869,1532,"""Alcremie""","""Cream Pokémon""","""Gigantamax""",NULL,30,0,"""Fairy""",NULL
870,1378,"""Falinks""","""Formation Pokémon""",NULL,NULL,3,62,"""Fighting""",NULL
871,1425,"""Pincurchin""","""Sea Urchin Pokémon""",NULL,NULL,0.3,1,"""Electric""",NULL
872,1481,"""Snom""","""Worm Pokémon""",NULL,NULL,0.3,3.8,"""Ice""","""Bug"""
873,1482,"""Frosmoth""","""Frost Moth Pokémon""",NULL,NULL,1.3,42,"""Ice""","""Bug"""
874,1412,"""Stonjourner""","""Big Rock Pokémon""",NULL,NULL,2.5,520,"""Rock""",NULL
875,1479,"""Eiscue""","""Penguin Pokémon""",NULL,NULL,1.4,89,"""Ice""",NULL
875,1480,"""Eiscue""","""Penguin Pokémon""","""Noice""",NULL,1.4,89,"""Ice""",NULL
876,1477,"""Indeedee""","""Emotion Pokémon""",NULL,NULL,0.9,28,"""Psychic""","""Normal"""
876,1478,"""Indeedee""","""Emotion Pokémon""","""Female""",NULL,0.9,28,"""Psychic""","""Normal"""
877,1426,"""Morpeko""","""Two-Sided Pokémon""",NULL,NULL,0.3,3,"""Electric""","""Dark"""
878,1475,"""Cufant""","""Copperderm Pokémon""",NULL,NULL,1.2,100,"""Steel""",NULL
879,1476,"""Copperajah""","""Copperderm Pokémon""",NULL,NULL,3,650,"""Steel""",NULL
879,1531,"""Copperajah""","""Copperderm Pokémon""","""Gigantamax""",NULL,23,0,"""Steel""",NULL
880,1418,"""Dracozolt""","""Fossil Pokémon""",NULL,NULL,1.8,190,"""Electric""","""Dragon"""
881,1420,"""Arctozolt""","""Fossil Pokémon""",NULL,NULL,2.3,150,"""Electric""","""Ice"""
882,1419,"""Dracovish""","""Fossil Pokémon""",NULL,NULL,2.3,215,"""Water""","""Dragon"""
883,1422,"""Arctovish""","""Fossil Pokémon""",NULL,NULL,2,175,"""Water""","""Ice"""
884,1424,"""Duraludon""","""Alloy Pokémon""",NULL,NULL,1.8,40,"""Steel""","""Dragon"""
884,1530,"""Duraludon""","""Alloy Pokémon""","""Gigantamax""",NULL,43,0,"""Steel""","""Dragon"""
885,1472,"""Dreepy""","""Lingering Pokémon""",NULL,NULL,0.5,2,"""Dragon""","""Ghost"""
886,1473,"""Drakloak""","""Caretaker Pokémon""",NULL,NULL,1.4,11,"""Dragon""","""Ghost"""
887,1474,"""Dragapult""","""Stealth Pokémon""",NULL,NULL,3,50,"""Dragon""","""Ghost"""
888,1448,"""Zacian""","""Warrior Pokémon""",NULL,"""Legendary""",2.8,110,"""Fairy""",NULL
888,1449,"""Zacian""","""Warrior Pokémon""","""Crowned""","""Legendary""",2.8,355,"""Fairy""","""Steel"""
889,1450,"""Zamazenta""","""Warrior Pokémon""",NULL,"""Legendary""",2.9,210,"""Fighting""",NULL
889,1451,"""Zamazenta""","""Warrior Pokémon""","""Crowned""","""Legendary""",2.9,785,"""Fighting""","""Steel"""
890,1452,"""Eternatus""","""Gigantic Pokémon""",NULL,"""Legendary""",20,950,"""Poison""","""Dragon"""
890,1461,"""Eternatus""","""Gigantic Pokémon""","""Eternamax""","""Legendary""",100,0,"""Poison""","""Dragon"""
891,38,"""Kubfu""","""Wushu Pokémon""",NULL,"""Sub-Legendary""",0.6,12,"""Fighting""",NULL
892,39,"""Urshifu""","""Wushu Pokémon""",NULL,"""Sub-Legendary""",1.9,105,"""Fighting""","""Dark"""
892,39,"""Urshifu""","""Wushu Pokémon""",NULL,"""Sub-Legendary""",1.9,105,"""Fighting""","""Dark"""
892,40,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike""","""Sub-Legendary""",1.9,105,"""Fighting""","""Water"""
892,40,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike""","""Sub-Legendary""",1.9,105,"""Fighting""","""Water"""
892,1600,"""Urshifu""","""Wushu Pokémon""","""Gigantamax""","""Sub-Legendary""",29,0,"""Fighting""","""Dark"""
892,1601,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike Gigantamax""","""Sub-Legendary""",29,0,"""Fighting""","""Water"""
893,1597,"""Zarude""","""Rogue Monkey Pokémon""",NULL,"""Mythical""",1.8,70,"""Dark""","""Grass"""
894,1598,"""Regieleki""","""Electron Pokémon""",NULL,"""Sub-Legendary""",1.2,145,"""Electric""",NULL
895,1599,"""Regidrago""","""Dragon Orb Pokémon""",NULL,"""Sub-Legendary""",2.1,200,"""Dragon""",NULL
896,1602,"""Glastrier""","""Wild Horse Pokémon""",NULL,"""Sub-Legendary""",2.2,800,"""Ice""",NULL
897,1603,"""Spectrier""","""Swift Horse Pokémon""",NULL,"""Sub-Legendary""",2,44.5,"""Ghost""",NULL
898,1604,"""Calyrex""","""High King Pokémon""","""Ice Rider""","""Legendary""",1.1,7.7,"""Psychic""","""Ice"""
898,1605,"""Calyrex""","""High King Pokémon""","""Shadow Rider""","""Legendary""",1.1,7.7,"""Psychic""","""Ghost"""
898,41,"""Calyrex""","""King Pokémon""",NULL,"""Legendary""",1.1,7.7,"""Psychic""","""Grass"""
899,1608,"""Wyrdeer""","""Big Horn Pokémon""",NULL,NULL,1.8,95.1,"""Normal""","""Psychic"""
900,1616,"""Kleavor""","""Axe Pokémon""",NULL,NULL,1.8,89,"""Bug""","""Rock"""
901,1621,"""Ursaluna""","""Peat Pokémon""",NULL,NULL,2.4,290,"""Ground""","""Normal"""
902,1622,"""Basculegion""","""Big Fish Pokémon""","""Female""",NULL,3,110,"""Water""","""Ghost"""
902,1609,"""Basculegion""","""Big Fish Pokémon""",NULL,NULL,3,110,"""Water""","""Ghost"""
903,1631,"""Sneasler""","""Free Climb Pokémon""",NULL,NULL,1.3,43,"""Fighting""","""Poison"""
904,1626,"""Overqwil""","""Pin Cluster Pokémon""",NULL,NULL,2.5,60.5,"""Dark""","""Poison"""
905,1635,"""Enamorus""","""Love-Hate Pokémon""",NULL,"""Sub-Legendary""",1.6,48,"""Fairy""","""Flying"""
905,1636,"""Enamorus""","""Love-Hate Pokémon""","""Therian""","""Sub-Legendary""",1.6,48,"""Fairy""","""Flying"""
906,1642,"""Sprigatito""","""Grass Cat Pokémon""",NULL,NULL,0.4,4.1,"""Grass""",NULL
907,1666,"""Floragato""","""Grass Cat Pokémon""",NULL,NULL,0.9,12.2,"""Grass""",NULL
908,1667,"""Meowscarada""","""Magician Pokémon""",NULL,NULL,1.5,31.2,"""Grass""","""Dark"""
909,1643,"""Fuecoco""","""Fire Croc Pokémon""",NULL,NULL,0.4,4.1,"""Fire""",NULL
910,1669,"""Crocalor""","""Fire Croc Pokémon""",NULL,NULL,1,30.7,"""Fire""",NULL
911,1670,"""Skeledirge""","""Singer Pokémon""",NULL,NULL,1.6,326.5,"""Fire""","""Ghost"""
912,1644,"""Quaxly""","""Duckling Pokémon""",NULL,NULL,0.5,6.1,"""Water""",NULL
913,1674,"""Quaxwell""","""Practicing Pokémon""",NULL,NULL,1.2,21.5,"""Water""",NULL
914,1675,"""Quaquaval""","""Dancer Pokémon""",NULL,NULL,1.8,61.9,"""Water""","""Fighting"""
915,1649,"""Lechonk""","""Hog Pokémon""",NULL,NULL,0.5,10.2,"""Normal""",NULL
916,1676,"""Oinkologne""","""Hog Pokémon""",NULL,NULL,1,120,"""Normal""",NULL
916,1677,"""Oinkologne""","""Hog Pokémon""","""Female""",NULL,1,120,"""Normal""",NULL
917,1712,"""Tarountula""","""String Ball Pokémon""",NULL,NULL,0.3,4,"""Bug""",NULL
918,1713,"""Spidops""","""Trap Pokémon""",NULL,NULL,1,16.5,"""Bug""",NULL
919,1714,"""Nymble""","""Grasshopper Pokémon""",NULL,NULL,0.2,1,"""Bug""",NULL
920,1715,"""Lokix""","""Grasshopper Pokémon""",NULL,NULL,1,17.5,"""Bug""","""Dark"""
921,1650,"""Pawmi""","""Mouse Pokémon""",NULL,NULL,0.3,2.5,"""Electric""",NULL
922,1698,"""Pawmo""","""Mouse Pokémon""",NULL,NULL,0.4,6.5,"""Electric""","""Fighting"""
923,1699,"""Pawmot""","""Mouse Pokémon""",NULL,NULL,0.9,41,"""Electric""","""Fighting"""
924,1691,"""Tandemaus""","""Couple Pokémon""",NULL,NULL,0.3,1.8,"""Normal""",NULL
925,1692,"""Maushold""","""Family Pokémon""",NULL,NULL,0.3,2.8,"""Normal""",NULL
926,1653,"""Fidough""","""Puppy Pokémon""",NULL,NULL,0.3,10.9,"""Fairy""",NULL
927,1710,"""Dachsbun""","""Dog Pokémon""",NULL,NULL,0.5,14.9,"""Fairy""",NULL
928,1651,"""Smoliv""","""Olive Pokémon""",NULL,NULL,0.3,6.5,"""Grass""","""Normal"""
929,1696,"""Dolliv""","""Olive Pokémon""",NULL,NULL,0.6,11.9,"""Grass""","""Normal"""
930,1697,"""Arboliva""","""Olive Pokémon""",NULL,NULL,1.4,48.2,"""Grass""","""Normal"""
931,1734,"""Squawkabilly""","""Parrot Pokémon""",NULL,NULL,0.6,2.4,"""Normal""","""Flying"""
931,1735,"""Squawkabilly""","""Parrot Pokémon""","""Blue Plumage""",NULL,0.6,2.4,"""Normal""","""Flying"""
931,1736,"""Squawkabilly""","""Parrot Pokémon""","""Yellow Plumage""",NULL,0.6,2.4,"""Normal""","""Flying"""
931,1737,"""Squawkabilly""","""Parrot Pokémon""","""White Plumage""",NULL,0.6,2.4,"""Normal""","""Flying"""
932,1750,"""Nacli""","""Rock Salt Pokémon""",NULL,NULL,0.4,16,"""Rock""",NULL
933,1751,"""Naclstack""","""Rock Salt Pokémon""",NULL,NULL,0.6,105,"""Rock""",NULL
934,1752,"""Garganacl""","""Rock Salt Pokémon""",NULL,NULL,2.3,240,"""Rock""",NULL
935,1668,"""Charcadet""","""Fire Child Pokémon""",NULL,NULL,0.6,10.5,"""Fire""",NULL
936,1658,"""Armarouge""","""Fire Warrior Pokémon""",NULL,NULL,1.5,85,"""Fire""","""Psychic"""
937,1659,"""Ceruledge""","""Fire Blades Pokémon""",NULL,NULL,1.6,62,"""Fire""","""Ghost"""
938,1680,"""Tadbulb""","""EleTadpole Pokémon""",NULL,NULL,0.3,0.4,"""Electric""",NULL
939,1662,"""Bellibolt""","""EleFrog Pokemon""",NULL,NULL,1.2,113,"""Electric""",NULL
940,1726,"""Wattrel""","""Storm Petrel Pokémon""",NULL,NULL,0.4,3.6,"""Electric""","""Flying"""
941,1727,"""Kilowattrel""","""Frigatebird Pokémon""",NULL,NULL,1.4,38.6,"""Electric""","""Flying"""
942,1755,"""Maschiff""","""Rascal Pokémon""",NULL,NULL,0.5,16,"""Dark""",NULL
943,1756,"""Mabosstiff""","""Boss Pokémon""",NULL,NULL,1.1,61,"""Dark""",NULL
944,1708,"""Shroodle""","""Toxic Mouse Pokémon""",NULL,NULL,0.2,0.7,"""Poison""","""Normal"""
945,1656,"""Grafaiai""","""Toxic Monkey Pokémon""",NULL,NULL,0.7,27.2,"""Poison""","""Normal"""
946,1702,"""Bramblin""","""Tumbleweed Pokémon""",NULL,NULL,0.6,0.6,"""Grass""","""Ghost"""
947,1703,"""Brambleghast""","""Tumbleweed Pokémon""",NULL,NULL,1.2,6,"""Grass""","""Ghost"""
948,1720,"""Toedscool""","""Woodear Pokémon""",NULL,NULL,0.9,33,"""Ground""","""Grass"""
949,1721,"""Toedscruel""","""Woodear Pokémon""",NULL,NULL,1.9,58,"""Ground""","""Grass"""
950,1657,"""Klawf""","""Ambush Pokémon""",NULL,NULL,1.3,79,"""Rock""",NULL
951,1687,"""Capsakid""","""Spicy Pepper Pokémon""",NULL,NULL,0.3,3,"""Grass""",NULL
952,1688,"""Scovillain""","""Spicy Pepper Pokémon""",NULL,NULL,0.9,15,"""Grass""","""Fire"""
953,1700,"""Rellor""","""Rolling Pokémon""",NULL,NULL,0.2,1,"""Bug""",NULL
954,1701,"""Rabsca""","""Rolling Pokémon""",NULL,NULL,0.3,3.5,"""Bug""","""Psychic"""
955,1716,"""Flittle""","""Frill Pokémon""",NULL,NULL,0.2,1.5,"""Psychic""",NULL
956,1717,"""Espathra""","""Ostrich Pokémon""",NULL,NULL,1.9,90,"""Psychic""",NULL
957,1729,"""Tinkatink""","""Metalsmith Pokémon""",NULL,NULL,0.4,8.9,"""Fairy""","""Steel"""
958,1730,"""Tinkatuff""","""Hammer Pokémon""",NULL,NULL,0.7,59.1,"""Fairy""","""Steel"""
959,1731,"""Tinkaton""","""Hammer Pokémon""",NULL,NULL,0.7,112.8,"""Fairy""","""Steel"""
960,1660,"""Wiglett""","""Garden Eel Pokémon""",NULL,NULL,1.2,1.8,"""Water""",NULL
961,1704,"""Wugtrio""","""Garden Eel Pokémon""",NULL,NULL,1.2,5.4,"""Water""",NULL
962,1728,"""Bombirdier""","""Item Drop Pokémon""",NULL,NULL,1.5,42.9,"""Flying""","""Dark"""
963,1693,"""Finizen""","""Dolphin Pokémon""",NULL,NULL,1.3,60.2,"""Water""",NULL
964,1694,"""Palafin""","""Dolphin Pokémon""",NULL,NULL,1.3,60.2,"""Water""",NULL
964,1695,"""Palafin""","""Dolphin Pokémon""","""Hero""",NULL,1.8,97.4,"""Water""",NULL
965,1718,"""Varoom""","""Single-Cyl Pokémon""",NULL,NULL,1,35,"""Steel""","""Poison"""
966,1719,"""Revavroom""","""Multi-Cyl Pokémon""",NULL,NULL,1.8,120,"""Steel""","""Poison"""
967,1655,"""Cyclizar""","""Mount Pokémon""",NULL,NULL,1.6,63,"""Dragon""","""Normal"""
968,1722,"""Orthworm""","""Earthworm Pokémon""",NULL,NULL,2.5,310,"""Steel""",NULL
969,1753,"""Glimmet""","""Ore Pokémon""",NULL,NULL,0.7,8,"""Rock""","""Poison"""
970,1754,"""Glimmora""","""Ore Pokémon""",NULL,NULL,1.5,45,"""Rock""","""Poison"""
971,1663,"""Greavard""","""Ghost Dog Pokémon""",NULL,NULL,0.6,35,"""Ghost""",NULL
972,1709,"""Houndstone""","""Ghost Dog Pokémon""",NULL,NULL,2,15,"""Ghost""",NULL
973,1738,"""Flamigo""","""Synchronize Pokémon""",NULL,NULL,1.6,37,"""Flying""","""Fighting"""
974,1689,"""Cetoddle""","""Terra Whale Pokémon""",NULL,NULL,1.2,45,"""Ice""",NULL
975,1652,"""Cetitan""","""Terra Whale Pokémon""",NULL,NULL,4.5,700,"""Ice""",NULL
976,1707,"""Veluza""","""Jettison Pokémon""",NULL,NULL,2.5,90,"""Water""","""Psychic"""
977,1705,"""Dondozo""","""Big Catfish Pokémon""",NULL,NULL,12,220,"""Water""",NULL
978,1706,"""Tatsugiri""","""Mimicry Pokémon""",NULL,NULL,0.3,8,"""Dragon""","""Water"""
979,1678,"""Annihilape""","""Rage Monkey Pokémon""",NULL,NULL,1.2,56,"""Fighting""","""Ghost"""
980,1679,"""Clodsire""","""Spiny Fish Pokémon""",NULL,NULL,1.8,223,"""Poison""","""Ground"""
981,1661,"""Farigiraf""","""Long Neck Pokémon""",NULL,NULL,3.2,160,"""Normal""","""Psychic"""
982,1690,"""Dudunsparce""","""Land Snake Pokémon""",NULL,NULL,3.6,39.2,"""Normal""",NULL
983,1686,"""Kingambit""","""Big Blade Pokémon""",NULL,NULL,2,120,"""Dark""","""Steel"""
984,1711,"""Great Tusk""","""Paradox Pokémon""",NULL,NULL,2.2,320,"""Ground""","""Fighting"""
985,1739,"""Scream Tail""","""Paradox Pokémon""",NULL,NULL,1.2,8,"""Fairy""","""Psychic"""
986,1732,"""Brute Bonnet""","""Paradox Pokémon""",NULL,NULL,1.2,21,"""Grass""","""Dark"""
987,1740,"""Flutter Mane""","""Paradox Pokémon""",NULL,NULL,1.4,4,"""Ghost""","""Fairy"""
988,1741,"""Slither Wing""","""Paradox Pokémon""",NULL,NULL,3.2,92,"""Bug""","""Fighting"""
989,1733,"""Sandy Shocks""","""Paradox Pokémon""",NULL,NULL,2.3,60,"""Electric""","""Ground"""
990,1743,"""Iron Treads""","""Paradox Pokémon""",NULL,NULL,0.9,240,"""Ground""","""Steel"""
991,1748,"""Iron Bundle""","""Paradox Pokémon""",NULL,NULL,0.6,11,"""Ice""","""Water"""
992,1745,"""Iron Hands""","""Paradox Pokémon""",NULL,NULL,1.8,380.7,"""Fighting""","""Electric"""
993,1746,"""Iron Jugulis""","""Paradox Pokémon""",NULL,NULL,1.3,111,"""Dark""","""Flying"""
994,1744,"""Iron Moth""","""Paradox Pokémon""",NULL,NULL,1.2,36,"""Fire""","""Poison"""
995,1747,"""Iron Thorns""","""Paradox Pokémon""",NULL,NULL,1.6,303,"""Rock""","""Electric"""
996,1723,"""Frigibax""","""Ice Fin Pokémon""",NULL,NULL,0.5,17,"""Dragon""","""Ice"""
997,1724,"""Arctibax""","""Ice Fin Pokémon""",NULL,NULL,0.8,30,"""Dragon""","""Ice"""
998,1725,"""Baxcalibur""","""Ice Dragon Pokémon""",NULL,NULL,2.1,210,"""Dragon""","""Ice"""
999,1664,"""Gimmighoul""","""Coin Chest Pokémon""",NULL,NULL,0.3,5,"""Ghost""",NULL
999,1665,"""Gimmighoul""","""Coin Chest Pokémon""","""Roaming""",NULL,0.1,0.1,"""Ghost""",NULL
1000,1681,"""Gholdengo""","""Coin Entity Pokémon""",NULL,NULL,1.2,30,"""Steel""","""Ghost"""
1001,1684,"""Wo-Chien""","""Ruinous Pokémon""",NULL,"""Sub-Legendary""",1.5,74.2,"""Dark""","""Grass"""
1002,1683,"""Chien-Pao""","""Ruinous Pokémon""",NULL,"""Sub-Legendary""",1.9,152.2,"""Dark""","""Ice"""
1003,1682,"""Ting-Lu""","""Ruinous Pokémon""",NULL,"""Sub-Legendary""",2.7,699.7,"""Dark""","""Ground"""
1004,1685,"""Chi-Yu""","""Ruinous Pokémon""",NULL,"""Sub-Legendary""",0.4,4.9,"""Dark""","""Fire"""
1005,1742,"""Roaring Moon""","""Paradox Pokémon""",NULL,NULL,2,380,"""Dragon""","""Dark"""
1006,1749,"""Iron Valiant""","""Paradox Pokémon""",NULL,NULL,1.4,35,"""Fairy""","""Fighting"""
1007,1647,"""Koraidon""","""Paradox Pokémon""",NULL,"""Legendary""",2.5,303,"""Fighting""","""Dragon"""
1008,1648,"""Miraidon""","""Paradox Pokémon""",NULL,"""Legendary""",3.5,240,"""Electric""","""Dragon"""
